 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.98519638E-01 +0.72477967E-03 -0.15313013E-04 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.72477967E-03 -0.14525490E-04 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.72477967E-03 -0.13677600E-04 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.72477967E-03 -0.12749112E-04 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.72477967E-03 -0.11738060E-04 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.72477967E-03 -0.10641932E-04 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.72477967E-03 -0.10104433E-04 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.72477967E-03 -0.94488123E-05 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.72477967E-03 -0.81540529E-05 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.72477967E-03 -0.67489632E-05 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.72477967E-03 -0.52300265E-05 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.72477967E-03 -0.35960693E-05 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.72477967E-03 -0.18554230E-05 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.72477967E-03 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.72477967E-03 +0.82573769E-06 +0.42782178E+01 +0.28986651E-02
+0.29298833E+00 +0.72477967E-03 +0.21676581E-05 +0.64017181E+01 +0.35472731E-02
+0.31775293E+00 +0.72477967E-03 +0.39691140E-05 +0.86383667E+01 +0.41859141E-02
+0.34461072E+00 +0.72477967E-03 +0.43050641E-05 +0.87869682E+01 +0.42246045E-02
+0.37373865E+00 +0.72477967E-03 +0.46694031E-05 +0.89474287E+01 +0.42631221E-02
+0.40532857E+00 +0.72477967E-03 +0.50649819E-05 +0.91181326E+01 +0.43009259E-02
+0.43958861E+00 +0.72477967E-03 +0.54951779E-05 +0.92932634E+01 +0.43366710E-02
+0.47674435E+00 +0.72477967E-03 +0.59603672E-05 +0.94940729E+01 +0.43744300E-02
+0.51704079E+00 +0.72477967E-03 +0.64695978E-05 +0.97459793E+01 +0.44181091E-02
+0.58866638E+00 +0.72477967E-03 +0.74112722E-05 +0.10242661E+02 +0.44955243E-02
+0.67021430E+00 +0.72477967E-03 +0.87017124E-05 +0.11376423E+02 +0.46489830E-02
+0.76305896E+00 +0.72477967E-03 +0.11088480E-04 +0.13696803E+02 +0.49276552E-02
+0.86876559E+00 +0.72477967E-03 +0.14634350E-04 +0.16996031E+02 +0.52755601E-02
+0.98911542E+00 +0.72477967E-03 +0.18878043E-04 +0.21839682E+02 +0.57247900E-02
+0.11261375E+01 +0.72477967E-03 +0.23799561E-04 +0.25534222E+02 +0.60297172E-02
+0.12821414E+01 +0.72477967E-03 +0.28666504E-04 +0.28201580E+02 +0.62208851E-02
+0.14597561E+01 +0.72477967E-03 +0.33880890E-04 +0.31014120E+02 +0.63984953E-02
+0.16619759E+01 +0.72477967E-03 +0.40222632E-04 +0.34023521E+02 +0.65643238E-02
+0.18922091E+01 +0.72477967E-03 +0.48236492E-04 +0.39890430E+02 +0.68476861E-02
+0.21543367E+01 +0.72477967E-03 +0.59570153E-04 +0.48003300E+02 +0.71936711E-02
+0.25130966E+01 +0.72477967E-03 +0.77094439E-04 +0.58826981E+02 +0.75941430E-02
+0.29315999E+01 +0.72477967E-03 +0.97437522E-04 +0.71560989E+02 +0.79982346E-02
+0.34197967E+01 +0.72477967E-03 +0.12338971E-03 +0.86693817E+02 +0.84088547E-02
+0.39892919E+01 +0.72477967E-03 +0.15731723E-03 +0.10783912E+03 +0.89004943E-02
+0.46536250E+01 +0.72477967E-03 +0.19986424E-03 +0.13657620E+03 +0.94741527E-02
+0.54285879E+01 +0.72477967E-03 +0.25509269E-03 +0.17006821E+03 +0.10046842E-01
+0.63326063E+01 +0.72477967E-03 +0.32622903E-03 +0.21509880E+03 +0.10706790E-01
+0.73871694E+01 +0.72477967E-03 +0.41771465E-03 +0.27569614E+03 +0.11468163E-01
+0.86173468E+01 +0.72477967E-03 +0.53426257E-03 +0.35466965E+03 +0.12319160E-01
+0.15677298E+02 +0.72477967E-03 +0.13926480E-02 +0.95958472E+03 +0.16637409E-01
+0.28521273E+02 +0.72477967E-03 +0.37409009E-02 +0.27914670E+04 +0.23835290E-01
+0.51887955E+02 +0.72477967E-03 +0.97060250E-02 +0.67219932E+04 +0.32568455E-01
+0.94398300E+02 +0.72477967E-03 +0.20174740E-01 +0.10760430E+05 +0.37487481E-01
+0.17173622E+03 +0.72477967E-03 +0.47814101E-01 +0.30009514E+05 +0.50083362E-01
+0.31243488E+03 +0.72477967E-03 +0.96771911E-01 +0.47897551E+05 +0.57159070E-01
+0.56840399E+03 +0.72477967E-03 +0.17820279E+00 +0.68649164E+05 +0.61177313E-01
+0.10340817E+04 +0.72477967E-03 +0.35009655E+00 +0.13110780E+06 +0.68388321E-01

+0.00000000E+00 +0.11892070E-02 -0.39423761E-04 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.11892070E-02 -0.38215334E-04 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.11892070E-02 -0.37000464E-04 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.11892070E-02 -0.35779140E-04 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.11892070E-02 -0.35456862E-04 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.11892070E-02 -0.35105822E-04 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.11892070E-02 -0.34723409E-04 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.11892070E-02 -0.34306762E-04 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.11892070E-02 -0.33852753E-04 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.11892070E-02 -0.33357948E-04 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.11892070E-02 -0.32818592E-04 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.11892070E-02 -0.32230564E-04 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.11892070E-02 -0.31589345E-04 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.11892070E-02 -0.30889969E-04 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.11892070E-02 -0.30126974E-04 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.11892070E-02 -0.29294381E-04 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.11892070E-02 -0.28385570E-04 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.11892070E-02 -0.27393280E-04 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.11892070E-02 -0.26309501E-04 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.11892070E-02 -0.25125353E-04 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.11892070E-02 -0.23833200E-04 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.11892070E-02 -0.22441989E-04 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.11892070E-02 -0.20918544E-04 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.11892070E-02 -0.19259624E-04 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.11892070E-02 -0.17461120E-04 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.11892070E-02 -0.16579201E-04 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.11892070E-02 -0.15503461E-04 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.11892070E-02 -0.13379042E-04 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.11892070E-02 -0.11073594E-04 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.11892070E-02 -0.85813454E-05 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.11892070E-02 -0.59003742E-05 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.11892070E-02 -0.30443489E-05 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.11892070E-02 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.11892070E-02 +0.82573769E-06 +0.37622080E+01 +0.27198840E-02
+0.29298833E+00 +0.11892070E-02 +0.21676581E-05 +0.52147460E+01 +0.31638113E-02
+0.31775293E+00 +0.11892070E-02 +0.51364245E-05 +0.75931249E+01 +0.38333153E-02
+0.34461072E+00 +0.11892070E-02 +0.70537808E-05 +0.87862244E+01 +0.41509429E-02
+0.37373865E+00 +0.11892070E-02 +0.76513525E-05 +0.89466228E+01 +0.41894470E-02
+0.40532857E+00 +0.11892070E-02 +0.83001969E-05 +0.91163216E+01 +0.42270310E-02
+0.43958861E+00 +0.11892070E-02 +0.90054782E-05 +0.92916746E+01 +0.42628162E-02
+0.47674435E+00 +0.11892070E-02 +0.97678721E-05 +0.94933596E+01 +0.43007452E-02
+0.51704079E+00 +0.11892070E-02 +0.10600330E-04 +0.97370291E+01 +0.43430030E-02
+0.58866638E+00 +0.11892070E-02 +0.12122571E-04 +0.10210790E+02 +0.44168513E-02
+0.67021430E+00 +0.11892070E-02 +0.14063873E-04 +0.11122190E+02 +0.45404593E-02
+0.76305896E+00 +0.11892070E-02 +0.17303420E-04 +0.12989720E+02 +0.47644773E-02
+0.86876559E+00 +0.11892070E-02 +0.22323862E-04 +0.15972064E+02 +0.50784731E-02
+0.98911542E+00 +0.11892070E-02 +0.29004452E-04 +0.20635883E+02 +0.55112024E-02
+0.11261375E+01 +0.11892070E-02 +0.37357400E-04 +0.24484871E+02 +0.58276933E-02
+0.12821414E+01 +0.11892070E-02 +0.45731143E-04 +0.27481833E+02 +0.60426812E-02
+0.14597561E+01 +0.11892070E-02 +0.54553639E-04 +0.30276461E+02 +0.62195621E-02
+0.16619759E+01 +0.11892070E-02 +0.64719548E-04 +0.33167133E+02 +0.63788164E-02
+0.18922091E+01 +0.11892070E-02 +0.77126751E-04 +0.38344582E+02 +0.66292081E-02
+0.21543367E+01 +0.11892070E-02 +0.94521733E-04 +0.45269363E+02 +0.69243200E-02
+0.25130966E+01 +0.11892070E-02 +0.12209003E-03 +0.55613483E+02 +0.73064952E-02
+0.29315999E+01 +0.11892070E-02 +0.15552132E-03 +0.68175163E+02 +0.77055711E-02
+0.34197967E+01 +0.11892070E-02 +0.19686890E-03 +0.82141548E+02 +0.80845263E-02
+0.39892919E+01 +0.11892070E-02 +0.24940324E-03 +0.10194660E+03 +0.85448893E-02
+0.46536250E+01 +0.11892070E-02 +0.31740800E-03 +0.12890594E+03 +0.90832179E-02
+0.54285879E+01 +0.11892070E-02 +0.40444822E-03 +0.16010580E+03 +0.96166264E-02
+0.63326063E+01 +0.11892070E-02 +0.51556318E-03 +0.20217055E+03 +0.10233104E-01
+0.73871694E+01 +0.11892070E-02 +0.65842661E-03 +0.25895041E+03 +0.10946450E-01
+0.86173468E+01 +0.11892070E-02 +0.84298599E-03 +0.33299915E+03 +0.11744430E-01
+0.15677298E+02 +0.11892070E-02 +0.22054124E-02 +0.90222021E+03 +0.15808161E-01
+0.28521273E+02 +0.11892070E-02 +0.59244782E-02 +0.26229392E+04 +0.22567270E-01
+0.51887955E+02 +0.11892070E-02 +0.15504380E-01 +0.64308174E+04 +0.30997943E-01
+0.94398300E+02 +0.11892070E-02 +0.32680850E-01 +0.10396412E+05 +0.35904929E-01
+0.17173622E+03 +0.11892070E-02 +0.76952040E-01 +0.28590652E+05 +0.47747530E-01
+0.31243488E+03 +0.11892070E-02 +0.15842170E+00 +0.47727629E+05 +0.55290349E-01
+0.56840399E+03 +0.11892070E-02 +0.29202765E+00 +0.67525453E+05 +0.59161983E-01
+0.10340817E+04 +0.11892070E-02 +0.57434058E+00 +0.13079391E+06 +0.66367321E-01

+0.00000000E+00 +0.19512324E-02 -0.64685883E-04 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.19512324E-02 -0.62703119E-04 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.19512324E-02 -0.60709779E-04 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.19512324E-02 -0.58705853E-04 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.19512324E-02 -0.58177062E-04 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.19512324E-02 -0.57601090E-04 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.19512324E-02 -0.56973629E-04 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.19512324E-02 -0.56290002E-04 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.19512324E-02 -0.55545072E-04 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.19512324E-02 -0.54733198E-04 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.19512324E-02 -0.53848235E-04 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.19512324E-02 -0.52883410E-04 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.19512324E-02 -0.51831299E-04 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.19512324E-02 -0.50683771E-04 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.19512324E-02 -0.49431870E-04 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.19512324E-02 -0.48065755E-04 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.19512324E-02 -0.46574594E-04 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.19512324E-02 -0.44946471E-04 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.19512324E-02 -0.43168220E-04 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.19512324E-02 -0.41225288E-04 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.19512324E-02 -0.39105140E-04 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.19512324E-02 -0.36822465E-04 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.19512324E-02 -0.34322820E-04 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.19512324E-02 -0.31600892E-04 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.19512324E-02 -0.28649923E-04 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.19512324E-02 -0.27202885E-04 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.19512324E-02 -0.25437839E-04 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.19512324E-02 -0.21952123E-04 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.19512324E-02 -0.18169379E-04 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.19512324E-02 -0.14080140E-04 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.19512324E-02 -0.96812410E-05 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.19512324E-02 -0.49951200E-05 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.19512324E-02 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.19512324E-02 +0.82573769E-06 +0.34477181E+01 +0.26109230E-02
+0.29298833E+00 +0.19512324E-02 +0.21676581E-05 +0.44913292E+01 +0.29301050E-02
+0.31775293E+00 +0.19512324E-02 +0.51364245E-05 +0.60649500E+01 +0.33732243E-02
+0.34461072E+00 +0.19512324E-02 +0.11144660E-04 +0.86172428E+01 +0.40358151E-02
+0.37373865E+00 +0.19512324E-02 +0.12527224E-04 +0.89452858E+01 +0.41157901E-02
+0.40532857E+00 +0.19512324E-02 +0.13591374E-04 +0.91138268E+01 +0.41531213E-02
+0.43958861E+00 +0.19512324E-02 +0.14747580E-04 +0.92898502E+01 +0.41890400E-02
+0.47674435E+00 +0.19512324E-02 +0.15997350E-04 +0.94921589E+01 +0.42270911E-02
+0.51704079E+00 +0.19512324E-02 +0.17359640E-04 +0.97301483E+01 +0.42683682E-02
+0.58866638E+00 +0.19512324E-02 +0.19828911E-04 +0.10186182E+02 +0.43394729E-02
+0.67021430E+00 +0.19512324E-02 +0.22876049E-04 +0.10962374E+02 +0.44449531E-02
+0.76305896E+00 +0.19512324E-02 +0.27527320E-04 +0.12471600E+02 +0.46259109E-02
+0.86876559E+00 +0.19512324E-02 +0.34672554E-04 +0.15112273E+02 +0.49035749E-02
+0.98911542E+00 +0.19512324E-02 +0.44902150E-04 +0.19371422E+02 +0.52988753E-02
+0.11261375E+01 +0.19512324E-02 +0.58530761E-04 +0.23251329E+02 +0.56169173E-02
+0.12821414E+01 +0.19512324E-02 +0.72734219E-04 +0.26611429E+02 +0.58580805E-02
+0.14597561E+01 +0.19512324E-02 +0.87760411E-04 +0.29442522E+02 +0.60374965E-02
+0.16619759E+01 +0.19512324E-02 +0.10431353E-03 +0.32392315E+02 +0.62001310E-02
+0.18922091E+01 +0.19512324E-02 +0.12413714E-03 +0.36885818E+02 +0.64177234E-02
+0.21543367E+01 +0.19512324E-02 +0.15084840E-03 +0.42927593E+02 +0.66750632E-02
+0.25130966E+01 +0.19512324E-02 +0.19256670E-03 +0.52557240E+02 +0.70305001E-02
+0.29315999E+01 +0.19512324E-02 +0.24548531E-03 +0.64657600E+02 +0.74151638E-02
+0.34197967E+01 +0.19512324E-02 +0.31110283E-03 +0.77967079E+02 +0.77763079E-02
+0.39892919E+01 +0.19512324E-02 +0.39316952E-03 +0.96410820E+02 +0.82051978E-02
+0.46536250E+01 +0.19512324E-02 +0.50088501E-03 +0.12137174E+03 +0.87034311E-02
+0.54285879E+01 +0.19512324E-02 +0.63797418E-03 +0.15073940E+03 +0.92056403E-02
+0.63326063E+01 +0.19512324E-02 +0.81192434E-03 +0.19011320E+03 +0.97826952E-02
+0.73871694E+01 +0.19512324E-02 +0.10357870E-02 +0.24294540E+03 +0.10446544E-01
+0.86173468E+01 +0.19512324E-02 +0.13273900E-02 +0.31184521E+03 +0.11188954E-01
+0.15677298E+02 +0.19512324E-02 +0.34842710E-02 +0.84678943E+03 +0.15008040E-01
+0.28521273E+02 +0.19512324E-02 +0.93628559E-02 +0.24598132E+04 +0.21342739E-01
+0.51887955E+02 +0.19512324E-02 +0.24691829E-01 +0.61235591E+04 +0.29431039E-01
+0.94398300E+02 +0.19512324E-02 +0.52962530E-01 +0.10110181E+05 +0.34409080E-01
+0.17173622E+03 +0.19512324E-02 +0.12354560E+00 +0.27143939E+05 +0.45431010E-01
+0.31243488E+03 +0.19512324E-02 +0.25903291E+00 +0.47492578E+05 +0.53409249E-01
+0.56840399E+03 +0.19512324E-02 +0.47802931E+00 +0.66316633E+05 +0.57136890E-01
+0.10340817E+04 +0.19512324E-02 +0.93472284E+00 +0.13017204E+06 +0.64333230E-01

+0.00000000E+00 +0.32015520E-02 -0.10613560E-03 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.32015520E-02 -0.10288230E-03 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.32015520E-02 -0.99611651E-04 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.32015520E-02 -0.96323638E-04 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.32015520E-02 -0.95456009E-04 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.32015520E-02 -0.94510957E-04 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.32015520E-02 -0.93481438E-04 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.32015520E-02 -0.92359754E-04 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.32015520E-02 -0.91137481E-04 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.32015520E-02 -0.89805377E-04 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.32015520E-02 -0.88353336E-04 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.32015520E-02 -0.86770262E-04 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.32015520E-02 -0.85043983E-04 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.32015520E-02 -0.83161140E-04 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.32015520E-02 -0.81107028E-04 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.32015520E-02 -0.78865531E-04 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.32015520E-02 -0.76418874E-04 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.32015520E-02 -0.73747462E-04 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.32015520E-02 -0.70829738E-04 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.32015520E-02 -0.67641806E-04 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.32015520E-02 -0.64163090E-04 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.32015520E-02 -0.60417722E-04 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.32015520E-02 -0.56316341E-04 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.32015520E-02 -0.51850242E-04 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.32015520E-02 -0.47008351E-04 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.32015520E-02 -0.44634071E-04 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.32015520E-02 -0.41738011E-04 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.32015520E-02 -0.36018700E-04 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.32015520E-02 -0.29812032E-04 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.32015520E-02 -0.23102470E-04 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.32015520E-02 -0.15884831E-04 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.32015520E-02 -0.81959151E-05 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.32015520E-02 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.32015520E-02 +0.82573769E-06 +0.32560480E+01 +0.25445153E-02
+0.29298833E+00 +0.32015520E-02 +0.21676581E-05 +0.40504313E+01 +0.27876692E-02
+0.31775293E+00 +0.32015520E-02 +0.51364245E-05 +0.51335821E+01 +0.30928152E-02
+0.34461072E+00 +0.32015520E-02 +0.11144660E-04 +0.68145142E+01 +0.35292511E-02
+0.37373865E+00 +0.32015520E-02 +0.20483099E-04 +0.89430914E+01 +0.40421691E-02
+0.40532857E+00 +0.32015520E-02 +0.22228183E-04 +0.91102190E+01 +0.40791892E-02
+0.43958861E+00 +0.32015520E-02 +0.24122981E-04 +0.92873440E+01 +0.41153291E-02
+0.47674435E+00 +0.32015520E-02 +0.26171010E-04 +0.94900761E+01 +0.41534645E-02
+0.51704079E+00 +0.32015520E-02 +0.28400549E-04 +0.97240448E+01 +0.41940482E-02
+0.58866638E+00 +0.32015520E-02 +0.32416880E-04 +0.10168251E+02 +0.42633205E-02
+0.67021430E+00 +0.32015520E-02 +0.37255522E-04 +0.10850831E+02 +0.43562530E-02
+0.76305896E+00 +0.32015520E-02 +0.44123979E-04 +0.12098983E+02 +0.45059184E-02
+0.86876559E+00 +0.32015520E-02 +0.54376153E-04 +0.14406610E+02 +0.47483412E-02
+0.98911542E+00 +0.32015520E-02 +0.69804402E-04 +0.18149582E+02 +0.50958050E-02
+0.11261375E+01 +0.32015520E-02 +0.91296315E-04 +0.21916491E+02 +0.54038144E-02
+0.12821414E+01 +0.32015520E-02 +0.11494340E-03 +0.25596483E+02 +0.56679323E-02
+0.14597561E+01 +0.32015520E-02 +0.13967020E-03 +0.28502831E+02 +0.58520329E-02
+0.16619759E+01 +0.32015520E-02 +0.16636880E-03 +0.31634800E+02 +0.60249348E-02
+0.18922091E+01 +0.32015520E-02 +0.19742362E-03 +0.35690552E+02 +0.62216320E-02
+0.21543367E+01 +0.32015520E-02 +0.23774531E-03 +0.40961575E+02 +0.64460733E-02
+0.25130966E+01 +0.32015520E-02 +0.30093582E-03 +0.49867634E+02 +0.67745824E-02
+0.29315999E+01 +0.32015520E-02 +0.38391689E-03 +0.61134411E+02 +0.71326853E-02
+0.34197967E+01 +0.32015520E-02 +0.48674029E-03 +0.73970680E+02 +0.74810870E-02
+0.39892919E+01 +0.32015520E-02 +0.61587262E-03 +0.91148109E+02 +0.78807427E-02
+0.46536250E+01 +0.32015520E-02 +0.78471791E-03 +0.11395850E+03 +0.83358949E-02
+0.54285879E+01 +0.32015520E-02 +0.10012171E-02 +0.14179991E+03 +0.88121574E-02
+0.63326063E+01 +0.32015520E-02 +0.12745432E-02 +0.17865070E+03 +0.93522966E-02
+0.73871694E+01 +0.32015520E-02 +0.16273774E-02 +0.22748019E+03 +0.99659460E-02
+0.86173468E+01 +0.32015520E-02 +0.20864650E-02 +0.29138391E+03 +0.10654472E-01
+0.15677298E+02 +0.32015520E-02 +0.54926150E-02 +0.79332574E+03 +0.14237582E-01
+0.28521273E+02 +0.32015520E-02 +0.14765273E-01 +0.23022212E+04 +0.20162581E-01
+0.51887955E+02 +0.32015520E-02 +0.39200909E-01 +0.58061611E+04 +0.27879899E-01
+0.94398300E+02 +0.32015520E-02 +0.85740887E-01 +0.98629434E+04 +0.32964699E-01
+0.17173622E+03 +0.32015520E-02 +0.19803570E+00 +0.25687289E+05 +0.43144990E-01
+0.31243488E+03 +0.32015520E-02 +0.42296603E+00 +0.47166602E+05 +0.51510699E-01
+0.56840399E+03 +0.32015520E-02 +0.78159791E+00 +0.65561508E+05 +0.55187333E-01
+0.10340817E+04 +0.32015520E-02 +0.15285021E+01 +0.12923790E+06 +0.62282238E-01

+0.00000000E+00 +0.52530561E-02 -0.17414561E-03 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.52530561E-02 -0.16880770E-03 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.52530561E-02 -0.16344123E-03 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.52530561E-02 -0.15804631E-03 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.52530561E-02 -0.15662273E-03 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.52530561E-02 -0.15507211E-03 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.52530561E-02 -0.15338291E-03 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.52530561E-02 -0.15154242E-03 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.52530561E-02 -0.14953694E-03 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.52530561E-02 -0.14735130E-03 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.52530561E-02 -0.14496880E-03 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.52530561E-02 -0.14237130E-03 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.52530561E-02 -0.13953884E-03 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.52530561E-02 -0.13644950E-03 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.52530561E-02 -0.13307920E-03 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.52530561E-02 -0.12940132E-03 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.52530561E-02 -0.12538690E-03 +0.16217220E+01 -0.99999996E+25
