 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.83278179E-01 +0.52530561E-02 -0.12100370E-03 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.52530561E-02 -0.11621632E-03 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.52530561E-02 -0.11098560E-03 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.52530561E-02 -0.10527780E-03 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.52530561E-02 -0.99132449E-04 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.52530561E-02 -0.92402966E-04 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.52530561E-02 -0.85075073E-04 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.52530561E-02 -0.77130564E-04 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.52530561E-02 -0.73234878E-04 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.52530561E-02 -0.68483067E-04 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.52530561E-02 -0.59098918E-04 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.52530561E-02 -0.48915121E-04 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.52530561E-02 -0.37906171E-04 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.52530561E-02 -0.26063581E-04 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.52530561E-02 -0.13447730E-04 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.52530561E-02 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.52530561E-02 +0.82573769E-06 +0.31392314E+01 +0.25040421E-02
+0.29298833E+00 +0.52530561E-02 +0.21676581E-05 +0.37817202E+01 +0.27008599E-02
+0.31775293E+00 +0.52530561E-02 +0.51364245E-05 +0.45659451E+01 +0.29219161E-02
+0.34461072E+00 +0.52530561E-02 +0.11144660E-04 +0.57158141E+01 +0.32205179E-02
+0.37373865E+00 +0.52530561E-02 +0.22415970E-04 +0.73964100E+01 +0.36227801E-02
+0.40532857E+00 +0.52530561E-02 +0.36282952E-04 +0.91049719E+01 +0.40052542E-02
+0.43958861E+00 +0.52530561E-02 +0.39384198E-04 +0.92836151E+01 +0.40417030E-02
+0.47674435E+00 +0.52530561E-02 +0.42737425E-04 +0.94866133E+01 +0.40798918E-02
+0.51704079E+00 +0.52530561E-02 +0.46384059E-04 +0.97177610E+01 +0.41199881E-02
+0.58866638E+00 +0.52530561E-02 +0.52922223E-04 +0.10154343E+02 +0.41880780E-02
+0.67021430E+00 +0.52530561E-02 +0.60643571E-04 +0.10769774E+02 +0.42720293E-02
+0.76305896E+00 +0.52530561E-02 +0.70997427E-04 +0.11835952E+02 +0.43999194E-02
+0.86876559E+00 +0.52530561E-02 +0.85802458E-04 +0.13844570E+02 +0.46108300E-02
+0.98911542E+00 +0.52530561E-02 +0.10864823E-03 +0.17044041E+02 +0.49078641E-02
+0.11261375E+01 +0.52530561E-02 +0.14138260E-03 +0.20575014E+02 +0.51960642E-02
+0.12821414E+01 +0.52530561E-02 +0.17985261E-03 +0.24452820E+02 +0.54742149E-02
+0.14597561E+01 +0.52530561E-02 +0.22048831E-03 +0.27626471E+02 +0.56752232E-02
+0.16619759E+01 +0.52530561E-02 +0.26409089E-03 +0.30808270E+02 +0.58509745E-02
+0.18922091E+01 +0.52530561E-02 +0.31460909E-03 +0.34606762E+02 +0.60354522E-02
+0.21543367E+01 +0.52530561E-02 +0.37766580E-03 +0.39281448E+02 +0.62344703E-02
+0.25130966E+01 +0.52530561E-02 +0.47430160E-03 +0.47370049E+02 +0.65328120E-02
+0.29315999E+01 +0.52530561E-02 +0.60420140E-03 +0.57851494E+02 +0.68654809E-02
+0.34197967E+01 +0.52530561E-02 +0.76685398E-03 +0.70065392E+02 +0.71971319E-02
+0.39892919E+01 +0.52530561E-02 +0.97153679E-03 +0.86081421E+02 +0.75698788E-02
+0.46536250E+01 +0.52530561E-02 +0.12379905E-02 +0.10681922E+03 +0.79837162E-02
+0.54285879E+01 +0.52530561E-02 +0.15787953E-02 +0.13316521E+03 +0.84344205E-02
+0.63326063E+01 +0.52530561E-02 +0.20096281E-02 +0.16758501E+03 +0.89390362E-02
+0.73871694E+01 +0.52530561E-02 +0.25658214E-02 +0.21262131E+03 +0.95050344E-02
+0.86173468E+01 +0.52530561E-02 +0.32868430E-02 +0.27178989E+03 +0.10142521E-01
+0.15677298E+02 +0.52530561E-02 +0.86533073E-02 +0.74180792E+03 +0.13496863E-01
+0.28521273E+02 +0.52530561E-02 +0.23248583E-01 +0.21504221E+04 +0.19027922E-01
+0.51887955E+02 +0.52530561E-02 +0.62053181E-01 +0.54834961E+04 +0.26354721E-01
+0.94398300E+02 +0.52530561E-02 +0.13869689E+00 +0.96303838E+04 +0.31550601E-01
+0.17173622E+03 +0.52530561E-02 +0.31689459E+00 +0.24235000E+05 +0.40898230E-01
+0.31243488E+03 +0.52530561E-02 +0.68940425E+00 +0.46719273E+05 +0.49588792E-01
+0.56840399E+03 +0.52530561E-02 +0.12794625E+01 +0.65067754E+05 +0.53282361E-01
+0.10340817E+04 +0.52530561E-02 +0.24984353E+01 +0.12797210E+06 +0.60210362E-01

+0.00000000E+00 +0.86191325E-02 -0.28573541E-03 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.86191325E-02 -0.27697699E-03 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.86191325E-02 -0.26817183E-03 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.86191325E-02 -0.25931993E-03 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.86191325E-02 -0.25698412E-03 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.86191325E-02 -0.25443989E-03 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.86191325E-02 -0.25166821E-03 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.86191325E-02 -0.24864843E-03 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.86191325E-02 -0.24535789E-03 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.86191325E-02 -0.24177163E-03 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.86191325E-02 -0.23786251E-03 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.86191325E-02 -0.23360060E-03 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.86191325E-02 -0.22895313E-03 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.86191325E-02 -0.22388420E-03 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.86191325E-02 -0.21835419E-03 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.86191325E-02 -0.21231970E-03 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.86191325E-02 -0.20573282E-03 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.86191325E-02 -0.19854092E-03 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.86191325E-02 -0.19068591E-03 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.86191325E-02 -0.18210350E-03 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.86191325E-02 -0.17273820E-03 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.86191325E-02 -0.16265499E-03 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.86191325E-02 -0.15161333E-03 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.86191325E-02 -0.13958984E-03 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.86191325E-02 -0.12655462E-03 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.86191325E-02 -0.12016264E-03 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.86191325E-02 -0.11236594E-03 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.86191325E-02 -0.96968579E-04 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.86191325E-02 -0.80259153E-04 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.86191325E-02 -0.62195846E-04 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.86191325E-02 -0.42764714E-04 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.86191325E-02 -0.22064822E-04 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.86191325E-02 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.86191325E-02 +0.82573769E-06 +0.30680361E+01 +0.24793751E-02
+0.29298833E+00 +0.86191325E-02 +0.21676581E-05 +0.36179500E+01 +0.26479522E-02
+0.31775293E+00 +0.86191325E-02 +0.51364245E-05 +0.42199912E+01 +0.28177584E-02
+0.34461072E+00 +0.86191325E-02 +0.11144660E-04 +0.50461960E+01 +0.30323560E-02
+0.37373865E+00 +0.86191325E-02 +0.22415970E-04 +0.61840348E+01 +0.33048303E-02
+0.40532857E+00 +0.86191325E-02 +0.42783289E-04 +0.78346400E+01 +0.36696794E-02
+0.43958861E+00 +0.86191325E-02 +0.64025320E-04 +0.92782936E+01 +0.39683171E-02
+0.47674435E+00 +0.86191325E-02 +0.69498295E-04 +0.94808197E+01 +0.40064184E-02
+0.51704079E+00 +0.86191325E-02 +0.75457639E-04 +0.97098427E+01 +0.40461472E-02
+0.58866638E+00 +0.86191325E-02 +0.86179178E-04 +0.10139250E+02 +0.41131251E-02
+0.67021430E+00 +0.86191325E-02 +0.98680139E-04 +0.10708110E+02 +0.41908920E-02
+0.76305896E+00 +0.86191325E-02 +0.11464330E-03 +0.11653222E+02 +0.43043131E-02
+0.86876559E+00 +0.86191325E-02 +0.13620590E-03 +0.13416640E+02 +0.44894810E-02
+0.98911542E+00 +0.86191325E-02 +0.16947791E-03 +0.16105030E+02 +0.47390363E-02
+0.11261375E+01 +0.86191325E-02 +0.21780989E-03 +0.19317501E+02 +0.50009582E-02
+0.12821414E+01 +0.86191325E-02 +0.27904543E-03 +0.23204161E+02 +0.52794330E-02
+0.14597561E+01 +0.86191325E-02 +0.34671111E-03 +0.26622635E+02 +0.54958281E-02
+0.16619759E+01 +0.86191325E-02 +0.41943899E-03 +0.29882971E+02 +0.56760120E-02
+0.18922091E+01 +0.86191325E-02 +0.50268741E-03 +0.33470425E+02 +0.58504399E-02
+0.21543367E+01 +0.86191325E-02 +0.60213736E-03 +0.37830460E+02 +0.60360678E-02
+0.25130966E+01 +0.86191325E-02 +0.75141690E-03 +0.45114075E+02 +0.63048364E-02
+0.29315999E+01 +0.86191325E-02 +0.95276971E-03 +0.54666752E+02 +0.66077411E-02
+0.34197967E+01 +0.86191325E-02 +0.12092883E-02 +0.66276230E+02 +0.69230553E-02
+0.39892919E+01 +0.86191325E-02 +0.15331213E-02 +0.81124039E+02 +0.72687571E-02
+0.46536250E+01 +0.86191325E-02 +0.19504463E-02 +0.10018013E+03 +0.76489574E-02
+0.54285879E+01 +0.86191325E-02 +0.24841360E-02 +0.12489440E+03 +0.80717094E-02
+0.63326063E+01 +0.86191325E-02 +0.31637475E-02 +0.15692581E+03 +0.85414154E-02
+0.73871694E+01 +0.86191325E-02 +0.40394352E-02 +0.19847659E+03 +0.90635978E-02
+0.86173468E+01 +0.86191325E-02 +0.51700221E-02 +0.25322890E+03 +0.96534863E-02
+0.15677298E+02 +0.86191325E-02 +0.13607730E-01 +0.69231763E+03 +0.12785793E-01
+0.28521273E+02 +0.86191325E-02 +0.36530022E-01 +0.20048572E+04 +0.17940003E-01
+0.51887955E+02 +0.86191325E-02 +0.97933486E-01 +0.51593711E+04 +0.24863400E-01
+0.94398300E+02 +0.86191325E-02 +0.22304343E+00 +0.93895605E+04 +0.30148560E-01
+0.17173622E+03 +0.86191325E-02 +0.50601542E+00 +0.22796680E+05 +0.38697373E-01
+0.31243488E+03 +0.86191325E-02 +0.11211882E+01 +0.46113562E+05 +0.47636703E-01
+0.56840399E+03 +0.86191325E-02 +0.20881424E+01 +0.64659078E+05 +0.51395994E-01
+0.10340817E+04 +0.86191325E-02 +0.40918612E+01 +0.12632970E+06 +0.58112781E-01

+0.00000000E+00 +0.14142140E-01 -0.46883011E-03 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.14142140E-01 -0.45445951E-03 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.14142140E-01 -0.44001214E-03 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.14142140E-01 -0.42548811E-03 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.14142140E-01 -0.42165551E-03 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.14142140E-01 -0.41748100E-03 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.14142140E-01 -0.41293330E-03 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.14142140E-01 -0.40797851E-03 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.14142140E-01 -0.40257935E-03 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.14142140E-01 -0.39669510E-03 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.14142140E-01 -0.39028103E-03 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.14142140E-01 -0.38328819E-03 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.14142140E-01 -0.37566270E-03 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.14142140E-01 -0.36734570E-03 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.14142140E-01 -0.35827211E-03 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.14142140E-01 -0.34837081E-03 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.14142140E-01 -0.33756319E-03 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.14142140E-01 -0.32576290E-03 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.14142140E-01 -0.31287450E-03 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.14142140E-01 -0.29879250E-03 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.14142140E-01 -0.28342611E-03 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.14142140E-01 -0.26688172E-03 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.14142140E-01 -0.24876479E-03 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.14142140E-01 -0.22903681E-03 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.14142140E-01 -0.20764883E-03 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.14142140E-01 -0.19716100E-03 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.14142140E-01 -0.18436830E-03 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.14142140E-01 -0.15910451E-03 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.14142140E-01 -0.13168799E-03 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.14142140E-01 -0.10205000E-03 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.14142140E-01 -0.70167669E-04 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.14142140E-01 -0.36203615E-04 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.14142140E-01 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.14142140E-01 +0.82573769E-06 +0.30246451E+01 +0.24643415E-02
+0.29298833E+00 +0.14142140E-01 +0.21676581E-05 +0.35181379E+01 +0.26157070E-02
+0.31775293E+00 +0.14142140E-01 +0.51364245E-05 +0.40091443E+01 +0.27542782E-02
+0.34461072E+00 +0.14142140E-01 +0.11144660E-04 +0.46380868E+01 +0.29176781E-02
+0.37373865E+00 +0.14142140E-01 +0.22415970E-04 +0.54451361E+01 +0.31110514E-02
+0.40532857E+00 +0.14142140E-01 +0.42783289E-04 +0.65575752E+01 +0.33569720E-02
+0.43958861E+00 +0.14142140E-01 +0.77505611E-04 +0.81250248E+01 +0.36764711E-02
+0.47674435E+00 +0.14142140E-01 +0.11263903E-03 +0.94712725E+01 +0.39331024E-02
+0.51704079E+00 +0.14142140E-01 +0.12235680E-03 +0.96985807E+01 +0.39725355E-02
+0.58866638E+00 +0.14142140E-01 +0.13975942E-03 +0.10119930E+02 +0.40382659E-02
+0.67021430E+00 +0.14142140E-01 +0.15980149E-03 +0.10666721E+02 +0.41131191E-02
+0.76305896E+00 +0.14142140E-01 +0.18504953E-03 +0.11522080E+02 +0.42157061E-02
+0.86876559E+00 +0.14142140E-01 +0.21835211E-03 +0.13071964E+02 +0.43785674E-02
+0.98911542E+00 +0.14142140E-01 +0.26839672E-03 +0.15344630E+02 +0.45894571E-02
+0.11261375E+01 +0.14142140E-01 +0.33857542E-03 +0.18222523E+02 +0.48239669E-02
+0.12821414E+01 +0.14142140E-01 +0.43006390E-03 +0.21928921E+02 +0.50892569E-02
+0.14597561E+01 +0.14142140E-01 +0.53909101E-03 +0.25473841E+02 +0.53134928E-02
+0.16619759E+01 +0.14142140E-01 +0.65905170E-03 +0.28840160E+02 +0.54996219E-02
+0.18922091E+01 +0.14142140E-01 +0.79559244E-03 +0.32308540E+02 +0.56682923E-02
+0.21543367E+01 +0.14142140E-01 +0.95395831E-03 +0.36500874E+02 +0.58468641E-02
+0.25130966E+01 +0.14142140E-01 +0.11865764E-02 +0.43088993E+02 +0.60901488E-02
+0.29315999E+01 +0.14142140E-01 +0.14969861E-02 +0.51723061E+02 +0.63637383E-02
+0.34197967E+01 +0.14142140E-01 +0.18980892E-02 +0.62612694E+02 +0.66594859E-02
+0.39892919E+01 +0.14142140E-01 +0.24083031E-02 +0.76369781E+02 +0.69798650E-02
+0.46536250E+01 +0.14142140E-01 +0.30609099E-02 +0.93975899E+02 +0.73311129E-02
+0.54285879E+01 +0.14142140E-01 +0.38961545E-02 +0.11695130E+03 +0.77240998E-02
+0.63326063E+01 +0.14142140E-01 +0.49659130E-02 +0.14663951E+03 +0.81594931E-02
+0.73871694E+01 +0.14142140E-01 +0.63394741E-02 +0.18501521E+03 +0.86417673E-02
+0.86173468E+01 +0.14142140E-01 +0.81072906E-02 +0.23564000E+03 +0.91871796E-02
+0.15677298E+02 +0.14142140E-01 +0.21346090E-01 +0.64484113E+03 +0.12104580E-01
+0.28521273E+02 +0.14142140E-01 +0.57261571E-01 +0.18657122E+04 +0.16899681E-01
+0.51887955E+02 +0.14142140E-01 +0.15414800E+00 +0.48366514E+04 +0.23412010E-01
+0.94398300E+02 +0.14142140E-01 +0.35707301E+00 +0.91142158E+04 +0.28741604E-01
+0.17173622E+03 +0.14142140E-01 +0.81084919E+00 +0.21383410E+05 +0.36546402E-01
+0.31243488E+03 +0.14142140E-01 +0.18232102E+01 +0.45317340E+05 +0.45647901E-01
+0.56840399E+03 +0.14142140E-01 +0.34218371E+01 +0.64208520E+05 +0.49509790E-01
+0.10340817E+04 +0.14142140E-01 +0.66951733E+01 +0.12425850E+06 +0.55983480E-01

+0.00000000E+00 +0.23204194E-01 -0.76924911E-03 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.23204194E-01 -0.74567000E-03 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.23204194E-01 -0.72196499E-03 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.23204194E-01 -0.69813419E-03 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.23204194E-01 -0.69184578E-03 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.23204194E-01 -0.68499619E-03 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.23204194E-01 -0.67753444E-03 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.23204194E-01 -0.66940469E-03 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.23204194E-01 -0.66054589E-03 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.23204194E-01 -0.65089116E-03 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.23204194E-01 -0.64036704E-03 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.23204194E-01 -0.62889321E-03 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.23204194E-01 -0.61638153E-03 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.23204194E-01 -0.60273497E-03 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.23204194E-01 -0.58784732E-03 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.23204194E-01 -0.57160138E-03 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.23204194E-01 -0.55386842E-03 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.23204194E-01 -0.53450657E-03 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.23204194E-01 -0.51335956E-03 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.23204194E-01 -0.49025408E-03 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.23204194E-01 -0.46504111E-03 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.23204194E-01 -0.43789539E-03 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.23204194E-01 -0.40816941E-03 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.23204194E-01 -0.37580001E-03 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.23204194E-01 -0.34070699E-03 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.23204194E-01 -0.32349871E-03 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.23204194E-01 -0.30250859E-03 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.23204194E-01 -0.26105621E-03 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.23204194E-01 -0.21607154E-03 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.23204194E-01 -0.16744201E-03 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.23204194E-01 -0.11513001E-03 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.23204194E-01 -0.59402322E-04 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.23204194E-01 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.23204194E-01 +0.82573769E-06 +0.29981999E+01 +0.24551791E-02
+0.29298833E+00 +0.23204194E-01 +0.21676581E-05 +0.34573061E+01 +0.25960549E-02
+0.31775293E+00 +0.23204194E-01 +0.51364245E-05 +0.38806410E+01 +0.27155895E-02
+0.34461072E+00 +0.23204194E-01 +0.11144660E-04 +0.43893590E+01 +0.28477861E-02
+0.37373865E+00 +0.23204194E-01 +0.22415970E-04 +0.49948025E+01 +0.29929501E-02
+0.40532857E+00 +0.23204194E-01 +0.42783289E-04 +0.57792492E+01 +0.31663880E-02
+0.43958861E+00 +0.23204194E-01 +0.77505611E-04 +0.68389912E+01 +0.33824202E-02
+0.47674435E+00 +0.23204194E-01 +0.13421610E-03 +0.82923851E+01 +0.36555424E-02
+0.51704079E+00 +0.23204194E-01 +0.19695261E-03 +0.96821384E+01 +0.38992220E-02
+0.58866638E+00 +0.23204194E-01 +0.22519170E-03 +0.10098700E+02 +0.39642090E-02
+0.67021430E+00 +0.23204194E-01 +0.25769570E-03 +0.10636594E+02 +0.40378598E-02
+0.76305896E+00 +0.23204194E-01 +0.29820023E-03 +0.11416860E+02 +0.41312752E-02
+0.86876559E+00 +0.23204194E-01 +0.35026981E-03 +0.12760830E+02 +0.42726728E-02
+0.98911542E+00 +0.23204194E-01 +0.42477020E-03 +0.14745250E+02 +0.44567534E-02
+0.11261375E+01 +0.23204194E-01 +0.52652915E-03 +0.17334480E+02 +0.46676421E-02
+0.12821414E+01 +0.23204194E-01 +0.65910339E-03 +0.20783701E+02 +0.49145152E-02
+0.14597561E+01 +0.23204194E-01 +0.82924828E-03 +0.24244961E+02 +0.51330822E-02
+0.16619759E+01 +0.23204194E-01 +0.10234942E-02 +0.27679661E+02 +0.53230450E-02
+0.18922091E+01 +0.23204194E-01 +0.12409471E-02 +0.31155741E+02 +0.54921792E-02
+0.21543367E+01 +0.23204194E-01 +0.14936260E-02 +0.35175320E+02 +0.56634392E-02
+0.25130966E+01 +0.23204194E-01 +0.18628323E-02 +0.41219810E+02 +0.58868262E-02
+0.29315999E+01 +0.23204194E-01 +0.23447450E-02 +0.49017685E+02 +0.61338092E-02
+0.34197967E+01 +0.23204194E-01 +0.29687691E-02 +0.59087410E+02 +0.64072590E-02
+0.39892919E+01 +0.23204194E-01 +0.37692341E-02 +0.71808250E+02 +0.67035109E-02
+0.46536250E+01 +0.23204194E-01 +0.47913161E-02 +0.88085289E+02 +0.70282458E-02
+0.54285879E+01 +0.23204194E-01 +0.60998159E-02 +0.10932044E+03 +0.73914672E-02
+0.63326063E+01 +0.23204194E-01 +0.77780280E-02 +0.13676810E+03 +0.77939960E-02
+0.73871694E+01 +0.23204194E-01 +0.99260379E-02 +0.17224890E+03 +0.82398951E-02
+0.86173468E+01 +0.23204194E-01 +0.12685742E-01 +0.21896460E+03 +0.87432051E-02
+0.15677298E+02 +0.23204194E-01 +0.33413339E-01 +0.59939142E+03 +0.11453430E-01
+0.28521273E+02 +0.23204194E-01 +0.89567080E-01 +0.17330441E+04 +0.15907275E-01
+0.51887955E+02 +0.23204194E-01 +0.24206521E+00 +0.45180142E+04 +0.22005679E-01
+0.94398300E+02 +0.23204194E-01 +0.57435411E+00 +0.87996230E+04 +0.27323561E-01
+0.17173622E+03 +0.23204194E-01 +0.12966970E+01 +0.20012842E+05 +0.34452111E-01
+0.31243488E+03 +0.23204194E-01 +0.29542725E+01 +0.44304410E+05 +0.43617923E-01
+0.56840399E+03 +0.23204194E-01 +0.56008940E+01 +0.63788410E+05 +0.47631424E-01
+0.10340817E+04 +0.23204194E-01 +0.10937102E+02 +0.12162171E+06 +0.53814083E-01

+0.00000000E+00 +0.38073082E-01 -0.12621720E-02 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.38073082E-01 -0.12234841E-02 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.38073082E-01 -0.11845890E-02 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.38073082E-01 -0.11454880E-02 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.38073082E-01 -0.11351700E-02 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.38073082E-01 -0.11239310E-02 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.38073082E-01 -0.11116880E-02 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.38073082E-01 -0.10983490E-02 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.38073082E-01 -0.10838133E-02 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.38073082E-01 -0.10679720E-02 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.38073082E-01 -0.10507040E-02 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.38073082E-01 -0.10318781E-02 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.38073082E-01 -0.10113491E-02 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.38073082E-01 -0.98895805E-03 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.38073082E-01 -0.96453063E-03 +0.15506963E+01 -0.99999996E+25
